x,y,Angular_velocity,Action
0.7520202,0.6591401,0.7325184,1.8006191337161486
0.7006251,0.7135295,1.4969664,-1.5750440584356151
0.6338188,0.7734816,1.7958568,-1.9866141080856323
0.5501815,0.8350451,2.077976,-0.4991096285043555
0.43596652,0.8999629,2.6293933,-1.264404296875
0.29110026,0.9566926,3.1147048,-0.2977924371332037
0.105800554,0.9943874,3.7875555,-1.171501874923706
-0.11164883,0.9937477,4.3576207,-0.9342873096466064
-0.35229436,0.93588924,4.962788,-0.6506409049034119
-0.59589285,0.803064,5.567109,-1.443763720405971
-0.8052038,0.59299815,5.9528427,1.2947301486353378
-0.9537907,0.30047172,6.5918007,-0.1964539736509323
-0.99941534,-0.034190457,6.7876863,-1.9532878157514082
-0.9367222,-0.35007358,6.4690504,1.2190346230058924
-0.77938217,-0.62654877,6.3893504,1.582371711730957
-0.55289906,-0.83324826,6.1567945,0.9793100357055664
-0.29733643,-0.9547728,5.678755,0.8318436145782471
-0.047511213,-0.99887073,5.087452,1.3173785080650493
0.17830755,-0.9839748,4.5359054,-0.9419393019930151
0.35423684,-0.93515575,3.6566336,-0.5949844077782904
0.48415643,-0.87498146,2.866019,-0.9545783789127675
0.5718249,-0.8203757,2.0665963,2.8465211391448975
0.641379,-0.7672242,1.7513145,-1.7194600645033211
0.6759059,-0.73698795,0.91797733,-1.6218419718364023
0.68038744,-0.7328526,0.121960096,-1.5254005094408707
0.6559698,-0.75478715,-0.65648943,0.02442649423559473
0.60877925,-0.79333967,-1.2189158,0.2783541360992863
0.53618634,-0.84409964,-1.7721674,1.2718335390090942
0.4396323,-0.89817786,-2.214467,-1.5345713677748805
0.29482743,-0.9555505,-3.1182861,1.0035722255706787
0.11480059,-0.99338853,-3.6844132,0.729375326627693
-0.1007768,-0.99490905,-4.3200483,0.5328907370567322
-0.34314483,-0.9392825,-4.9862967,0.34519463777542114
-0.59093064,-0.80672234,-5.6389794,-0.5823519512333997
-0.81270564,-0.5826745,-6.3313737,0.5440372128049749
-0.9589056,-0.28372544,-6.6867743,0.46590882539749146
-0.99855274,0.05378116,-6.829682,0.4590521454811096
-0.9249731,0.3800326,-6.720488,-1.840628608050713
-0.74822783,0.66344184,-6.711558,-0.05556778609752655
-0.50921404,0.8606399,-6.222312,-0.34945525588673565
-0.25012445,0.9682137,-5.62925,0.9870524550609612
-0.0150566315,0.99988663,-4.755032,-0.11022506654262543
0.18495429,0.98274714,-4.021651,-0.5339906811714172
0.34689623,0.9379035,-3.364689,-0.7811639904975891
0.47343072,0.88083106,-2.778436,-1.1059297323226929
0.5707071,0.8211537,-2.2837021,-1.1132323741912842
0.643535,0.7654167,-1.8348217,-1.0519077777862549
0.69616044,0.71788627,-1.4185455,-1.167284607887268
0.73305064,0.6801741,-1.0552235,-1.4056613445281982
0.75822955,0.6519877,-0.75594205,-0.008053973675527626
0.766903,0.6417631,-0.2681594,-1.9504431897601804
0.7694448,0.6387133,-0.07940354,-1.6003721952438354
0.76432425,0.64483213,0.1595756,-1.777503490447998
0.75204813,0.6591082,0.37657416,-1.8961519002914429
0.73239976,0.6808748,0.5864825,-2.0174477100372314
0.7046877,0.7095176,0.7971387,-0.9816077841653903
0.661548,0.74990284,1.1820357,1.4123548590568298
0.58515024,0.8109249,1.956316,-1.7921500205993652
0.48842245,0.8726073,2.2956872,-1.9598218955242679
0.3685721,0.92959917,2.6561694,-1.278797964141766
0.21763922,0.9760293,3.161549,-0.3729646338149051
0.027510267,0.9996215,3.8376265,1.533170637511815
-0.21173725,0.97732663,4.817318,0.4286199283725658
-0.47422406,0.8804042,5.614606,-0.7150561809539795
-0.71907127,0.69493634,6.1676507,-0.5861362814903259
-0.9054809,0.42438692,6.6009326,-0.9002435223632421
-0.995096,0.09891337,6.7841864,0.5599170083737648
-0.96939486,-0.2455069,6.942359,0.715832748528634
-0.830204,-0.55745965,6.8656034,0.8799867630004883
-0.60558295,-0.79578215,6.579507,0.5625039339065552
-0.3402154,-0.94034755,6.0670457,0.6325039458234918
-0.074244544,-0.99724007,5.4566607,0.4942391514778137
0.16408503,-0.9864462,4.7828665,1.6103890476448584
0.37004727,-0.9290129,4.2845902,0.2153884321451187
0.53124285,-0.8472196,3.620139,0.155783012509346
0.6521912,-0.7580545,3.0080917,0.20248164236545563
0.7406032,-0.67194265,2.469923,0.15012694895267487
0.8036431,-0.5951116,1.988485,-1.480694060902839
0.8411435,-0.54081196,1.3200473,0.9566954583290395
0.868561,-0.4955822,1.0579425,1.1305137872695923
0.88896626,-0.4579727,0.855833,-1.0671469676908356
0.8968947,-0.44224417,0.3522814,2.9838385581970215
0.9038683,-0.42781082,0.32059827,0.4744862437881001
0.9053795,-0.42460334,0.0709131,3.7188966274261475
0.9064901,-0.42222703,0.0524606,3.750410318374634
0.90724427,-0.42060417,0.035790324,3.7810823917388916
0.90767145,-0.41968143,0.020337189,3.8118207454681396
0.90778846,-0.41942835,0.005576122,3.8437235355377197
0.9075997,-0.41983658,-0.008995135,3.8779842853546143
0.90709794,-0.42091963,-0.023872573,3.9131999015808105
-0.97501653,-0.22213222,-0.30837083,-3.231112480163574
-0.98288983,-0.1841945,-0.77497,-2.819380044937134
-0.9922479,-0.124274366,-1.2131158,1.3164019993280154
-0.99760985,-0.06909832,-1.1088613,-1.5156451946161074
-0.99999994,0.00024816746,-1.3880318,-3.2923004627227783
-0.99642015,0.08453943,-1.6878457,-3.275855779647827
-0.9836889,0.17987809,-1.9244412,-0.7896669241307026
-0.96208185,0.27276096,-1.9079826,-3.7035109996795654
-0.92998207,0.36760485,-2.003412,-3.8046438694000244
-0.88800055,0.45984235,-2.0277083,0.5884320040215982
-0.8485562,0.5291052,-1.5945617,-0.4113920940482654
-0.8135775,0.58145654,-1.2594416,0.02472429032579404
-0.78907174,0.614301,-0.8196406,-1.4547747373580933
-0.7710191,0.63681203,-0.57713103,-0.977203507288591
-0.7631249,0.646251,-0.24610253,0.2152373107710024
-0.7718072,0.6358567,0.27087134,3.3983840942382812
-0.8040444,0.5945692,1.0477638,3.6624643802642822
-0.85406524,0.5201659,1.7936908,4.134301662445068
-0.91192126,0.41036516,2.4838152,4.272189617156982
-0.9642296,0.26506856,3.091589,4.194925308227539
-0.9960638,0.088639006,3.5903904,-1.4494689356588877
-0.9965395,-0.08312097,3.4394493,3.7732484340667725
-0.96454763,-0.26390877,3.6771088,-0.7203191132697353
-0.9066048,-0.42198062,3.3711293,3.3243086338043213
-0.82343316,-0.5674133,3.3546438,3.1783344745635986
-0.7215103,-0.69240373,3.2290838,-0.30108264106387583
-0.62313926,-0.7821109,2.6646187,0.16784061180061682
-0.5376011,-0.84319925,2.1032116,-0.22779849374844963
-0.47569805,-0.87960863,1.4366423,0.954251229763031
-0.4347438,-0.9005542,0.9200735,-1.2806111554628798
-0.43237537,-0.9016937,0.05256619,-1.7700549122509668
-0.47202474,-0.8815853,-0.8892123,0.7190057039260864
-0.5343289,-0.84527665,-1.4425504,0.611401379108429
-0.6154474,-0.78817797,-1.9847977,0.5319129824638367
-0.7087754,-0.70543426,-2.4961443,0.4544788203278718
-0.804963,-0.593325,-2.9570482,1.1153501272460296
-0.89000225,-0.45595616,-3.2347393,0.011500611901283264
-0.95689017,-0.2904501,-3.5749815,0.13730001173282558
-0.99437815,-0.105887115,-3.772224,-0.07567398250102997
-0.99621236,0.08695358,-3.8629904,0.6223921887499517
-0.9631591,0.26893234,-3.7044163,1.9842785078052607
-0.90790474,0.41917652,-3.2050753,0.6177224476249887
-0.84058183,0.54168457,-2.7980347,-3.312398672103882
-0.7602955,0.6495774,-2.6917713,-0.7267494994076289
-0.6802384,0.7329909,-2.3136005,-2.1288862228393555
-0.6011146,0.79916286,-2.0638573,0.9798705553098901
-0.5472038,0.8369994,-1.3175046,-0.05664399011707122
-0.5176544,0.8555898,-0.6982517,0.6132027291709212
-0.5191689,0.85467166,0.03542106,1.5928352987771581
-0.5577278,0.83002394,0.9153501,0.012071240713134923
-0.6199113,0.78467184,1.5396787,-0.6004045553171227
-0.6965198,0.7175376,2.038122,1.3876171292674817
-0.7893544,0.61393785,2.7844176,3.3799734115600586
-0.8852356,0.46514297,3.544871,1.6878859966938569
-0.9620303,0.2729427,4.146911,3.216639518737793
-0.99903786,0.043855555,4.651618,3.4239437580108643
-0.97898847,-0.20391557,4.98451,1.6416948126978688
-0.89638644,-0.44327345,5.0778275,3.2342517375946045
-0.7573729,-0.6529826,5.0453725,1.9631027615377068
-0.57840776,-0.8157478,4.850101,0.42658345809689546
-0.3909482,-0.92041266,4.3022776,0.7506567286856489
-0.21377067,-0.9768839,3.7245665,0.7058641038086995
-0.0605071,-0.99816775,3.097783,1.1371694803237915
0.065395854,-0.9978594,2.5197327,1.4799229665874636
0.16435975,-0.9864005,1.9933267,0.901294469833374
0.23240039,-0.9726202,1.3887205,1.9284519282674206
0.2782494,-0.9605089,0.9485231,0.7825772762298584
0.2948012,-0.9555586,0.34552807,0.9430086612701416
0.2838079,-0.95888114,-0.2296896,0.25797933951514507
0.23989269,-0.9707994,-0.91015357,1.1646592617034912
0.16827318,-0.9857404,-1.4635543,-1.05452500237308
0.051003553,-0.9986985,-2.3610382,1.02249276638031
-0.096657574,-0.9953177,-2.9566882,0.69411301612854
-0.27324203,-0.9619453,-3.5990596,-0.29633430067556876
-0.47504056,-0.8799639,-4.364969,-0.5760921955281924
-0.6820615,-0.7312948,-5.1113553,0.026475479343936126
-0.8590294,-0.51192623,-5.655855,-0.7154292035483385
-0.97365046,-0.22804563,-6.1471143,0.43731844425201416
-0.9965941,0.08246384,-6.2525506,0.6645545555248824
-0.92600447,0.3775125,-6.0910196,0.009765341877937317
-0.7791864,0.62679225,-5.8064203,1.4565522284686976
-0.5951679,0.8036014,-5.1178436,-0.333456814289093
-0.39789066,0.91743284,-4.5651608,-0.5810761451721191
-0.20944186,0.9778211,-3.9642477,-0.5946517586708069
-0.04498495,0.9989877,-3.3200796,0.22829209239476178
0.08173832,0.9966538,-2.536595,1.005733847544401
0.16301113,0.98662424,-1.6382446,-2.290729522705078
0.22179572,0.9750931,-1.1982765,-0.8047697342059368
0.2503476,0.96815604,-0.58767205,-0.14057092257729886
0.24466223,0.96960837,0.117359295,-1.7440298795700073
0.2163001,0.97632694,0.5829611,-1.4376297501456352
0.16232373,0.98673755,1.0995618,-0.7961189150810242
0.07695914,0.99703425,1.7201972,-0.4192361766046355
-0.043205608,0.9990662,2.4050875,-0.12584853172302246
-0.198664,0.9800677,3.1355097,-0.12019318342208862
-0.38261142,0.92390937,3.8525314,1.7725868511078824
-0.5917183,0.8061448,4.811352,0.552864683303643
-0.7883566,0.6152185,5.49889,-0.14919011294841766
-0.93384975,0.35766554,5.9379253,-0.18621342109465866
-0.9983842,0.056824114,6.178242,-0.6321353615188148
-0.96904904,-0.24686837,6.12604,2.051325798034668
-0.8464618,-0.5324495,6.240889,2.031346082687378
-0.6459194,-0.7634056,6.141552,1.4526742696762085
-0.4012509,-0.9159682,5.7868986,0.20714544383576694
-0.15569635,-0.98780495,5.1309943,1.1317167282104492
0.07160123,-0.99743336,4.5598984,0.8345416784286499
0.2652978,-0.9641665,3.9370046,1.0357481241226196
0.42320052,-0.906036,3.3692417,1.0706775188446045
0.5475978,-0.8367417,2.8503163,-1.0810259179599946
0.63075125,-0.77598506,2.0606062,-1.6117527651735784
0.67750394,-0.7355191,1.2368546,-1.3110824810327029
0.695267,-0.71875155,0.4885528,0.6733871102333069
0.69707954,-0.7169938,0.05049722,0.6275541795392261
0.68285275,-0.730556,-0.39311498,0.8236117959022522
0.6524296,-0.75784934,-0.8174902,1.037799596786499
0.60460955,-0.796522,-1.2302073,1.1998798847198486
0.53701514,-0.8435726,-1.6476169,1.1178432089363501
0.44508016,-0.89549077,-2.1126199,-0.9749483362377558
0.30956903,-0.95087695,-2.93048,1.8267392415519672
0.14573751,-0.9893233,-3.369627,-1.8944121590725902
-0.07346441,-0.9972978,-4.395781,1.24407956347881
-0.3158836,-0.94879794,-4.957143,-0.19528068063914406
-0.5698222,-0.82176805,-5.6980333,0.05528230965137482
-0.79656553,-0.60455215,-6.306067,0.17052456736564636
-0.9515654,-0.3074465,-6.7339025,0.4576748013496399
-0.99947894,0.032277778,-6.895836,-0.8873396403793365
-0.92772704,0.37325937,-7.004729,0.17012043297290802
-0.7534629,0.6574904,-6.699266,-0.05543433129787445
-0.51635575,0.8563742,-6.214463,-0.045884475111961365
-0.26059338,0.9654487,-5.5790653,-0.4464839046496105
-0.017538287,0.9998462,-4.921952,1.3277862949699064
0.18011735,0.98364514,-3.972899,-0.24689208649634864
0.33792913,0.9411716,-3.272199,-1.119875002159862
0.4630478,0.8863333,-2.7343016,-1.1300102472305298
0.5591693,0.8290535,-2.239053,-1.1668630838394165
0.6311214,0.77568406,-1.7922924,-1.1204161643981934
0.68304795,0.73037356,-1.3785918,0.16258605539215765
0.7119343,0.70224607,-0.80642366,-0.3984591365976682
0.7237521,0.6900601,-0.339508,-1.5984336137771606
0.7258784,0.68782306,-0.061727967,-1.729227900505066
0.71914625,0.69485873,0.19475512,-1.8752845525741577
0.70387816,0.7103207,0.4346065,-1.989416480064392
0.679731,0.7334615,0.6689346,-2.0472726821899414
0.64532167,0.76391095,0.9190307,0.8136856041633207
0.58164006,0.8134463,1.6140168,-1.9220573974876922
0.50030744,0.8658478,1.9357928,1.6327580543051177
0.37319383,0.9277534,2.8300924,-1.248982548713684
0.21385658,0.97686505,3.33856,0.3236377560679933
0.009533302,0.9999546,4.119755,-1.1047033071517944
-0.22375679,0.974645,4.704015,1.5224950912514381
-0.487161,0.8733122,5.663373,-0.7167143821716309
-0.73072165,0.68267554,6.21085,1.340073945053927
-0.9190139,0.3942251,6.9238677,-0.34743787262468784
-0.99890256,0.046836305,7.167421,-0.08876453340053558
-0.9515347,-0.3075415,7.1892333,-1.5478622412230174
-0.796732,-0.60433275,6.726398,1.633029945827825
-0.56130606,-0.8276083,6.5181026,-0.6983492996637786
-0.30156234,-0.95344645,5.792644,0.7658666372299194
-0.0466919,-0.99890935,5.1924396,-1.588754153726677
0.16281034,-0.9866574,4.204944,1.1220674514770508
0.3383862,-0.9410073,3.6332614,1.2072325944900513
0.47997913,-0.8772799,3.1085908,1.173397421836853
0.5907298,-0.8068695,2.6266403,-1.8222741192323388
0.65891117,-0.7522208,1.7481472,2.824895143508911
0.71286106,-0.7013053,1.4839816,2.842531442642212
0.7555344,-0.6551089,1.2580026,2.665449380874634
0.7893829,-0.6139012,1.0666709,1.7882625536107861
0.81546223,-0.57881033,0.8744844,-0.1969245883334425
0.8271792,-0.5619382,0.41083795,2.7171108722686768
0.83522314,-0.5499112,0.28938428,2.7704174518585205
0.8400557,-0.5425001,0.17695087,2.81471848487854
0.8419514,-0.5395534,0.070075795,2.757999897003174
0.841017,-0.5410087,-0.034589257,2.599813222885132
0.83719987,-0.546897,-0.1403458,-1.4560608719866757
0.8155602,-0.57867223,-0.7689277,-0.09718466353812882
0.7788443,-0.6272173,-1.2175096,1.7817525868592092
0.7323646,-0.68091273,-1.4206597,1.1047656536102295
0.6694786,-0.74283135,-1.7656294,1.2708303928375244
0.58663726,-0.8098498,-2.1321282,-1.3391060808129844
0.46167377,-0.8870498,-2.9403815,1.2044490575790405
0.3037547,-0.95275027,-3.4250016,-1.5782720759725724
0.08969514,-0.9959693,-4.376305,0.5709620118141174
-0.16135752,-0.98689604,-5.0376377,0.7289311161028267
-0.4308997,-0.90239984,-5.66847,-1.653700802978741
-0.6998274,-0.714312,-6.593325,0.10211800038814545
-0.9047715,-0.42589736,-7.1137414,0.5921264894059171
-0.9973559,-0.07267207,-7.3443456,0.6394595644044365
-0.95755184,0.2882611,-7.3029304,0.3081579804420471
-0.7994388,0.6007476,-7.040511,1.6669028894593545
-0.5723466,0.8200118,-6.339915,1.6435173849524056
-0.32919014,0.94426364,-5.4783783,1.0694248898201701
-0.10476482,0.994497,-4.609767,-0.8351540056544899
0.09436035,0.9955381,-3.9891672,-0.557453453540802
0.25786087,0.96618205,-3.3261318,-0.835538387298584
0.38679066,0.92216754,-2.726826,-1.2493711709976196
0.48667464,0.8735833,-2.222606,-1.4085057973861694
0.5623408,0.8269056,-1.7786944,-1.3577492237091064
0.6173131,0.7867176,-1.3621776,-1.4720488786697388
0.6555948,0.7551129,-0.9929467,1.2494540146307496
0.6645786,0.7472183,-0.23919395,-1.897506594657898
-0.29614416,-0.9551433,-0.9959962,0.8540716767311096
-0.3707954,-0.9287146,-1.5842428,0.7065518498420715
-0.46939468,-0.88298845,-2.174796,0.6239856481552124
-0.5857273,-0.8105082,-2.7434394,0.3309912207047705
-0.71095884,-0.70323366,-3.301672,-0.7396351384500868
-0.83485144,-0.55047536,-3.9400425,0.9291776770195601
-0.93150866,-0.36371914,-4.2135224,-0.9746055976813639
-0.99012756,-0.14016916,-4.6325026,-1.4213509639314847
-0.99429065,0.106705815,-4.950832,-0.011065319180488586
-0.93919,0.34339795,-4.8724623,-0.3403844322683187
-0.834357,0.55122447,-4.6659718,-1.8714420911307248
-0.68914014,0.7246281,-4.53327,-1.5021028518676758
-0.5223002,0.8527617,-4.215114,0.7587756958859457
-0.36763045,0.92997193,-3.4617264,-1.0567917823791504
-0.2282905,0.97359306,-2.9227662,-1.2116981744766235
-0.1113736,0.9937786,-2.3743262,-0.5824205019732709
-0.025784524,0.9996675,-1.7163552,-0.17798376222394374
0.023875458,0.9997149,-0.99330217,-2.3897364139556885
0.05103135,0.99869704,-0.543516,-2.1024081707000732
0.055749267,0.9984448,-0.09449319,0.8477305687633474
0.01670241,0.9998605,0.7815,0.011617258191108704
-0.0599178,0.99820334,1.5331379,-0.43162425950577976
-0.16997673,0.98544806,2.2170467,1.6976320054639533
-0.3253151,0.9456057,3.2107778,1.19741286514552
-0.5109801,0.8595925,4.0995936,1.118843603593942
-0.70465046,0.7095546,4.9121146,0.972121957775629
-0.8730563,0.48761946,5.590099,0.4489503502845764
-0.9784039,0.20670223,6.023156,-0.5221456181899096
-0.99531955,-0.0966388,6.099861,1.8593376874923706
-0.91628015,-0.40053806,6.3062825,0.42346850280347015
-0.7547168,-0.6560507,6.0693994,2.0647687911987305
-0.53233314,-0.84653497,5.8773613,-0.4615412104925305
-0.2980917,-0.9545372,5.1732287,-1.3337545822670358
-0.08970896,-0.99596804,4.2572627,2.285041093826294
0.10051459,-0.9949356,3.8102868,1.9580621845135098
0.26535717,-0.9641502,3.3577945,-1.7620578962870086
0.3774981,-0.9260104,2.370373,-0.45877438928036396
0.45060724,-0.8927223,1.6070492,-1.1931656376640198
0.48413303,-0.8749944,0.7585326,-0.7475446385066435
0.48370227,-0.8752326,-0.00984489,-1.2540050248288197
0.44588372,-0.8950909,-0.8543701,1.1659256219863892
0.3844587,-0.9231422,-1.3507994,-1.5843204358814664
0.27691412,-0.96089464,-2.2808042,1.1856635808944702
0.13894883,-0.9902996,-2.8236256,0.981803297996521
-0.03154888,-0.9995022,-3.4190798,1.4537537737259942
-0.22708778,-0.9738743,-3.9506433,0.8674275559270681
-0.4409286,-0.8975422,-4.550935,0.31712037324905396
-0.6559641,-0.7547921,-5.1765237,-1.0446524469307588
-0.8470578,-0.53150076,-5.8993154,-1.1818358958588417
-0.9721381,-0.23440894,-6.4752164,-0.9275177840557771
-0.99471074,0.10271554,-6.7901506,0.4036784768104553
-0.90664864,0.42188656,-6.6525626,0.06169809401035309
-0.7304131,0.6830057,-6.326893,1.7466720828966245
-0.51524603,0.8570423,-5.5526376,-0.06529496610164642
-0.2910385,0.95671135,-4.91965,-0.8115297948402702
-0.07903733,0.99687165,-4.3238463,-0.35004234313964844
0.10213667,0.99477035,-3.6286988,-1.8137937280785903
0.25712848,0.9663772,-3.15469,1.4733842161153077
0.3620765,0.9321484,-2.2088995,-1.7593947649002075
0.4432127,0.8964165,-1.7736974,-1.4117626304570696
0.5010719,0.8654057,-1.3131495,-2.0898985862731934
0.5421903,0.8402557,-0.9640952,-2.1892971992492676
0.5685456,0.82265174,-0.6339034,-2.0752973556518555
0.5815092,0.8135398,-0.3169146,-2.143507719039917
0.5817841,0.8133432,-0.0067597223,0.34951165001457474
0.5548119,0.8319758,0.65567446,1.1507937255485317
0.49299,0.870035,1.4522754,-1.798150658607483
0.4111991,0.9115456,1.8350791,-1.1796709463770156
0.30189496,0.9533412,2.3417876,-0.881528377532959
0.15976395,0.98715526,2.9245641,-1.597233592144529
-0.010815549,0.9999415,3.4253457,-0.7093706130981445
-0.21262497,0.97713387,4.0688963,-0.10407352505193623
-0.43817496,0.8988897,4.7861357,-0.36355888843536377
-0.6622786,0.7492577,5.405769,-0.29272741079330444
-0.8521321,0.5233268,5.9238033,-0.276496946811676
-0.9720445,0.23479648,6.2748237,0.5998536944389343
-0.9959495,-0.089914165,6.5408993,1.5221142495468518
-0.91098726,-0.41243446,6.701781,-1.0640867945686714
-0.74064475,-0.6718968,6.232842,1.365070967493586
-0.5118574,-0.8590705,5.9336796,-0.620511285528158
-0.27398142,-0.961735,5.1963,-0.12835196645523084
-0.0547158,-0.99850196,4.455746,-1.470805926085304
0.11928459,-0.9928601,3.4862487,2.5683023929595947
0.2683208,-0.9633296,3.0416038,2.668827533721924
0.39181623,-0.9200435,2.6191065,2.773824691772461
0.49171525,-0.87075603,2.229074,-1.9368185332235237
0.54662853,-0.8373752,1.2854841,0.6254171133041382
0.5776901,-0.81625617,0.7512653,-1.3355812721356903
0.575187,-0.81802195,-0.06126405,0.9150338768959045
0.5529966,-0.8331835,-0.5375254,1.3710615513962248
